"dt_iso","temp","dew_point","feels_like","temp_min","temp_max","pressure","humidity","wind_speed","wind_deg","rain_1h","clouds_all"
"2020-02-29 05:00:00",13.07,12.29,12.91,11.82,13.93,1009,95,10.73,200,0.51,75
"2020-02-29 06:00:00",12.5,12.5,12.42,11.77,13.83,1010,100,10.73,200,1.78,75
"2020-02-29 07:00:00",12.2,12.2,12.09,11.26,13.56,1011,100,3.13,290,1.27,75
"2020-02-29 07:00:00",12.2,12.2,12.09,11.26,13.56,1011,100,3.13,290,1.27,75
"2020-02-29 08:00:00",11.71,10.94,11.42,10.71,13.18,1012,95,4.02,310,0.76,75
"2020-02-29 09:00:00",12.31,10.21,11.87,11.26,12.87,1014,87,2.68,270,0.25,75
"2020-02-29 10:00:00",13.37,9.62,12.8,11.3,14.47,1015,78,0.45,165,,40
"2020-02-29 11:00:00",14.38,9.61,13.78,12.41,16.33,1015,73,0.45,151,,75
"2020-02-29 12:00:00",15.05,8.53,14.31,12.97,16.73,1015,65,0.89,154,,40
"2020-02-29 13:00:00",15.15,9.29,14.5,13.38,16.82,1015,68,0.89,117,,40
"2020-02-29 14:00:00",14.28,9.91,13.72,12.97,15.71,1015,75,0.89,90,,75
"2020-02-29 15:00:00",14.13,8.96,13.45,12.83,15.58,1015,71,1.34,133,0.1,40
"2020-02-29 16:00:00",13.77,9.42,13.16,12.62,15.33,1015,75,0.89,134,,75
"2020-02-29 17:00:00",13.25,9.31,12.64,11.16,14.93,1015,77,0.45,97,,75
"2020-02-29 18:00:00",12.33,9.88,11.84,10.61,13.91,1015,85,0.45,145,,75
"2020-02-29 19:00:00",12.27,8.92,11.64,10.19,13.36,1016,80,0.45,127,,40
"2020-02-29 20:00:00",11.77,8.8,11.14,9.63,13.36,1016,82,0.45,154,0.25,75
"2020-02-29 21:00:00",11.65,9.22,11.09,10.19,11.83,1016,85,0.45,359,0.51,90
"2020-02-29 22:00:00",11.68,9.76,11.2,10.19,12.27,1016,88,0.89,359,0.51,40
"2020-02-29 23:00:00",11.91,9.12,11.32,10.05,12.97,1016,83,0.45,133,,40
"2020-03-01 00:00:00",11.82,9.73,11.33,10.05,12.77,1016,87,1.79,193,,40
"2020-03-01 01:00:00",11.3,10.05,10.89,10.05,11.77,1014,92,6.26,200,0.37,75
"2020-03-01 02:00:00",11.35,11.35,11.15,10.56,11.87,1014,100,4.47,220,0.87,75
"2020-03-01 03:00:00",11.93,11.16,11.66,10.61,12.87,1012,95,7.15,190,0.51,75
"2020-03-01 04:00:00",11.95,11.95,11.81,10.61,12.87,1012,100,7.15,200,2.54,75
"2020-03-01 04:00:00",11.95,11.95,11.81,10.61,12.87,1012,100,7.15,200,2.54,75
"2020-03-01 05:00:00",12.98,12.98,12.94,11.72,13.87,1011,100,7.6,220,1.02,75
"2020-03-01 05:00:00",12.98,12.98,12.94,11.72,13.87,1011,100,7.6,220,1.02,75
"2020-03-01 06:00:00",13.39,13.39,13.4,12.37,13.96,1012,100,6.26,230,0.51,75
"2020-03-01 07:00:00",13.61,13.61,13.64,12.37,15.73,1012,100,6.26,240,0.36,75
"2020-03-01 08:00:00",12.94,11.51,12.67,11.82,14.93,1013,91,2.68,280,0.25,75
"2020-03-01 09:00:00",12.56,11.78,12.35,11.82,15.43,1014,95,3.13,300,2.41,75
"2020-03-01 10:00:00",12.78,12.47,12.67,11.82,15.03,1013,98,0.45,185,0.1,75
"2020-03-01 11:00:00",13.52,12.41,13.36,12.93,13.97,1014,93,0.45,152,0.12,75
"2020-03-01 12:00:00",14.92,12.95,14.77,13.94,15.56,1014,88,1.34,166,,40
"2020-03-01 13:00:00",15.13,12.81,14.94,14.6,15.71,1014,86,2.68,211,0.29,75
"2020-03-01 14:00:00",15.02,12.52,14.8,14.51,15.74,1013,85,1.79,185,0.26,75
"2020-03-01 15:00:00",14.62,12.13,14.36,13.51,15.71,1012,85,2.24,187,0.25,75
"2020-03-01 16:00:00",13.83,12.39,13.64,12.94,14.63,1011,91,3.13,168,0.12,75
"2020-03-01 17:00:00",12.98,11.55,12.71,12.38,15.03,1010,91,0.89,359,2.67,75
"2020-03-01 17:00:00",12.98,11.55,12.71,12.38,15.03,1010,91,0.89,359,2.67,75
"2020-03-01 17:00:00",12.98,11.55,12.71,12.38,15.03,1010,91,0.89,359,2.67,75
"2020-03-01 18:00:00",12.66,11.4,12.38,11.3,15.03,1008,92,3.13,162,1.66,75
"2020-03-01 19:00:00",13.86,13.39,13.83,11.72,15.03,1007,97,3.13,213,3.68,90
"2020-03-01 19:00:00",13.86,13.39,13.83,11.72,15.03,1007,97,3.13,213,3.68,90
"2020-03-01 19:00:00",13.86,13.39,13.83,11.72,15.03,1007,97,3.13,213,3.68,90
"2020-03-01 20:00:00",14.16,13.69,14.16,13.48,15.03,1007,97,2.68,206,2.79,75
"2020-03-01 20:00:00",14.16,13.69,14.16,13.48,15.03,1007,97,2.68,206,2.79,75
"2020-03-01 20:00:00",14.16,13.69,14.16,13.48,15.03,1007,97,2.68,206,2.79,75
"2020-03-01 21:00:00",14.2,13.25,14.13,12.93,16.17,1006,94,2.24,168,0.64,90
"2020-03-01 22:00:00",14.09,12.98,13.98,12.93,16.73,1006,93,2.68,125,1.39,90
"2020-03-01 22:00:00",14.09,12.98,13.98,12.93,16.73,1006,93,2.68,125,1.39,90
"2020-03-01 23:00:00",14.08,12.97,13.97,12.93,16.17,1006,93,2.68,249,0.25,90
"2020-03-01 23:00:00",14.08,12.97,13.97,12.93,16.17,1006,93,2.68,249,0.25,90
"2020-03-02 00:00:00",13.91,13.28,13.86,12.93,16.17,1005,96,2.24,174,0.25,90
"2020-03-02 01:00:00",14.33,13.21,14.25,12.93,16.72,1004,93,9.83,240,1.82,90
"2020-03-02 01:00:00",14.33,13.21,14.25,12.93,16.72,1004,93,9.83,240,1.82,90
"2020-03-02 02:00:00",13.81,13.02,13.73,12.93,16.72,1005,95,7.6,250,1.34,90
"2020-03-02 03:00:00",12.85,11.25,12.54,11.86,15.06,1006,90,7.15,300,0.17,40
"2020-03-02 04:00:00",12.42,9.79,11.91,11.26,14.5,1007,84,6.71,310,0.28,75
"2020-03-02 05:00:00",12.21,8.49,11.52,10.71,14.5,1008,78,7.6,300,0.21,75
"2020-03-02 06:00:00",12.2,8.29,11.49,10.05,13.94,1010,77,6.71,300,0.25,40
"2020-03-02 07:00:00",11.25,8.47,10.6,9.63,12.93,1011,83,3.13,45,0.51,75
"2020-03-02 07:00:00",11.25,8.47,10.6,9.63,12.93,1011,83,3.13,45,0.51,75
"2020-03-02 08:00:00",10.8,8.03,10.1,9.29,12.83,1013,83,1.34,37,0.14,40
"2020-03-02 09:00:00",11.95,7.47,11.13,9.84,13.94,1013,74,1.34,47,0.25,40
"2020-03-02 10:00:00",12.62,7.09,11.74,10.95,13.53,1015,69,1.79,336,0.39,40
"2020-03-02 11:00:00",13.41,6.75,12.48,12.27,15.06,1016,64,1.79,131,0.16,40
"2020-03-02 12:00:00",13.69,6.55,12.73,12.23,14.59,1017,62,1.34,119,0.11,40
"2020-03-02 13:00:00",14.02,5.9,12.99,11.86,15.71,1018,58,0.89,142,,40
"2020-03-02 14:00:00",13.93,6.06,12.92,10.74,15.15,1018,59,1.34,56,,40
"2020-03-02 15:00:00",12.83,6.86,11.92,10.77,14.04,1018,67,2.24,162,0.16,75
"2020-03-02 16:00:00",13.24,6.13,12.24,11.86,13.89,1019,62,0.45,12,,20
"2020-03-02 17:00:00",12.96,6.54,12.01,11.72,14.93,1020,65,0.45,87,,20
"2020-03-02 18:00:00",11.86,7.38,11.03,10.77,13.94,1020,74,2.68,250,,40
"2020-03-02 19:00:00",11.3,7.04,10.44,9.77,12.53,1020,75,2.68,210,,20
"2020-03-02 20:00:00",11.42,7.15,10.58,8.73,12.83,1021,75,0.45,181,,40
"2020-03-02 21:00:00",11.29,7.41,10.49,9.29,12.28,1021,77,2.24,250,,40
"2020-03-02 22:00:00",11.79,7.7,11.01,8.94,12.87,1021,76,0.45,154,,75
"2020-03-02 23:00:00",11.96,8.25,11.25,9.49,12.97,1021,78,0.89,154,,75
"2020-03-03 00:00:00",12.13,8.79,11.49,9.49,13.17,1020,80,0.45,137,,75
"2020-03-03 01:00:00",12.27,9.11,11.67,9.49,13.37,1019,81,4.02,220,,75
"2020-03-03 02:00:00",12.89,10.08,12.4,10.05,15.43,1019,83,5.81,220,,75
"2020-03-03 03:00:00",13.1,10.46,12.66,10.95,15.83,1018,84,6.71,210,0.1,40
"2020-03-03 04:00:00",13.04,11.1,12.7,11.14,13.94,1018,88,7.15,210,0.16,75
"2020-03-03 05:00:00",12.65,11.55,12.4,11.14,15.06,1019,93,5.81,220,0.57,75
"2020-03-03 06:00:00",13.3,11.7,13.04,11.69,15.43,1018,90,6.26,220,0.25,75
"2020-03-03 07:00:00",13.22,12.44,13.08,11.14,15.06,1018,95,1.79,176,0.51,75
"2020-03-03 08:00:00",13.23,12.76,13.14,11.82,15.61,1019,97,1.34,359,0.25,75
"2020-03-03 08:00:00",13.23,12.76,13.14,11.82,15.61,1019,97,1.34,359,0.25,75
"2020-03-03 09:00:00",13.44,13.13,13.4,12.37,14.47,1019,98,1.34,129,0.64,75
"2020-03-03 10:00:00",13.93,13.3,13.89,12.93,16.17,1019,96,1.34,122,0.25,90
"2020-03-03 10:00:00",13.93,13.3,13.89,12.93,16.17,1019,96,1.34,122,0.25,90
"2020-03-03 10:00:00",13.93,13.3,13.89,12.93,16.17,1019,96,1.34,122,0.25,90
"2020-03-03 11:00:00",14.28,13.49,14.24,12.93,16.83,1020,95,0.89,359,0.25,90
"2020-03-03 11:00:00",14.28,13.49,14.24,12.93,16.83,1020,95,0.89,359,0.25,90
"2020-03-03 11:00:00",14.28,13.49,14.24,12.93,16.83,1020,95,0.89,359,0.25,90
"2020-03-03 12:00:00",14.46,13.34,14.39,14.05,16.14,1021,93,0.89,188,0.19,90
"2020-03-03 13:00:00",14.42,13.63,14.4,13.48,16.83,1020,95,0.89,139,0.38,90
"2020-03-03 13:00:00",14.42,13.63,14.4,13.48,16.83,1020,95,0.89,139,0.38,90
"2020-03-03 13:00:00",14.42,13.63,14.4,13.48,16.83,1020,95,0.89,139,0.38,90
"2020-03-03 14:00:00",14.38,13.91,14.41,13.48,16.73,1020,97,0.89,127,0.25,90
"2020-03-03 14:00:00",14.38,13.91,14.41,13.48,16.73,1020,97,0.89,127,0.25,90
"2020-03-03 14:00:00",14.38,13.91,14.41,13.48,16.73,1020,97,0.89,127,0.25,90
"2020-03-03 15:00:00",14.12,13.65,14.12,13.48,16.73,1021,97,0.45,115,0.25,90
"2020-03-03 16:00:00",14.26,13.79,14.27,13.48,16.73,1020,97,0.45,90,0.51,90
"2020-03-03 16:00:00",14.26,13.79,14.27,13.48,16.73,1020,97,0.45,90,0.51,90
"2020-03-03 17:00:00",14.37,13.9,14.4,13.48,16.73,1021,97,0.45,81,0.25,90
"2020-03-03 17:00:00",14.37,13.9,14.4,13.48,16.73,1021,97,0.45,81,0.25,90
"2020-03-03 18:00:00",14.09,13.3,14.04,13.48,16.43,1021,95,0.45,145,,90
"2020-03-03 19:00:00",13.79,13.32,13.76,12.93,16.33,1022,97,0.45,196,,90
"2020-03-03 20:00:00",13.77,13.3,13.74,12.93,16.43,1022,97,0.45,359,,90
"2020-03-03 21:00:00",13.75,13.28,13.71,12.93,16.43,1022,97,0.45,359,,90
"2020-03-03 22:00:00",13.73,13.26,13.69,12.93,16.17,1023,97,0.45,359,,75
"2020-03-03 23:00:00",13.77,13.14,13.71,12.93,16.17,1023,96,0.45,123,,75
"2020-03-04 00:00:00",13.75,13.28,13.71,12.93,16.17,1023,97,0.89,174,,90
"2020-03-04 01:00:00",13.84,13.37,13.81,12.93,16.33,1022,97,3.13,230,,75
"2020-03-04 02:00:00",13.76,13.76,13.8,12.93,16.17,1022,100,3.58,230,,75
"2020-03-04 03:00:00",13.79,13.79,13.84,12.93,16.43,1022,100,3.58,220,,90
"2020-03-04 04:00:00",13.77,13.77,13.81,12.93,16.33,1022,100,4.02,220,,90
"2020-03-04 05:00:00",13.81,13.81,13.86,12.93,16.33,1021,100,4.02,220,,90
"2020-03-04 06:00:00",13.94,13.94,14,12.93,16.17,1022,100,3.58,210,,90
"2020-03-04 07:00:00",13.85,13.54,13.85,12.93,16.17,1022,98,0.45,194,,90
"2020-03-04 08:00:00",13.75,13.28,13.71,12.93,16.43,1023,97,0.45,42,,90
"2020-03-04 09:00:00",13.75,13.44,13.74,12.93,15.03,1023,98,1.34,146,,90
"2020-03-04 10:00:00",14.27,13.8,14.29,13.48,16.14,1023,97,0.45,359,,90
"2020-03-04 11:00:00",14.4,13.93,14.43,14.04,16.14,1023,97,0.89,184,,90
"2020-03-04 12:00:00",14.64,14.01,14.67,14.04,15.56,1023,96,2.24,359,,90
"2020-03-04 13:00:00",14.93,14.3,14.99,14.59,16.12,1022,96,1.79,174,0.17,90
"2020-03-04 14:00:00",14.89,14.42,14.97,14.59,17.8,1022,97,0.89,177,,90
"2020-03-04 15:00:00",14.86,14.39,14.93,14.59,17.25,1021,97,1.79,182,0.64,90
"2020-03-04 15:00:00",14.86,14.39,14.93,14.59,17.25,1021,97,1.79,182,0.64,90
"2020-03-04 16:00:00",14.62,14.15,14.67,14.04,17.28,1020,97,1.34,359,0.38,90
"2020-03-04 16:00:00",14.62,14.15,14.67,14.04,17.28,1020,97,1.34,359,0.38,90
"2020-03-04 17:00:00",14.51,14.2,14.58,14.04,17.28,1020,98,0.89,359,0.25,90
"2020-03-04 17:00:00",14.51,14.2,14.58,14.04,17.28,1020,98,0.89,359,0.25,90
"2020-03-04 18:00:00",14.27,13.96,14.31,13.48,15.05,1020,98,1.34,359,,90
"2020-03-04 19:00:00",14.27,13.96,14.31,13.48,16.93,1020,98,0.45,177,0.51,90
"2020-03-04 19:00:00",14.27,13.96,14.31,13.48,16.93,1020,98,0.45,177,0.51,90
"2020-03-04 19:00:00",14.27,13.96,14.31,13.48,16.93,1020,98,0.45,177,0.51,90
"2020-03-04 20:00:00",14.34,14.03,14.39,13.48,17.28,1020,98,0.89,359,0.25,90
"2020-03-04 21:00:00",14.34,14.03,14.39,13.48,17.28,1019,98,1.34,178,,75
"2020-03-04 22:00:00",14.57,14.1,14.62,14.05,17.28,1019,97,2.24,161,,75
"2020-03-04 23:00:00",14.04,13.25,13.98,12.93,17.28,1018,95,2.68,359,0.25,40
"2020-03-05 00:00:00",14.2,13.41,14.16,12.93,17.28,1017,95,2.68,185,,40
"2020-03-05 01:00:00",14.3,13.67,14.29,12.93,17.28,1015,96,8.05,190,,75
"2020-03-05 02:00:00",14.6,13.81,14.6,13.48,17.28,1014,95,10.28,190,0.4,75
"2020-03-05 03:00:00",13.71,13.71,13.75,13.48,15.58,1013,100,9.83,200,1.52,75
"2020-03-05 04:00:00",12.2,12.2,12.09,11.77,15.06,1013,100,6.71,280,1.02,75
"2020-03-05 05:00:00",11.85,11.08,11.57,10.19,14.5,1014,95,5.36,280,1.02,75
"2020-03-05 06:00:00",11.68,10.43,11.31,9.59,13.94,1014,92,4.47,280,1.02,75
"2020-03-05 07:00:00",11.88,9.96,11.42,9.49,14.5,1015,88,0.89,86,,20
"2020-03-05 08:00:00",12.02,9.93,11.55,10.19,15.06,1016,87,0.89,359,0.25,40
"2020-03-05 09:00:00",12.63,9.82,12.12,10.74,13.91,1016,83,0.89,143,0.16,40
"2020-03-05 10:00:00",12.53,10.77,12.16,10.74,14.47,1017,89,0.89,56,0.25,75
"2020-03-05 11:00:00",13.4,10.57,12.96,11.3,14.17,1018,83,1.34,70,0.34,75
"2020-03-05 12:00:00",14,10.61,13.54,12.78,15.15,1019,80,1.79,359,0.16,40
"2020-03-05 13:00:00",13.63,10.43,13.16,12.38,15.71,1019,81,1.79,100,0.51,75
"2020-03-05 14:00:00",13.85,10.08,13.33,11.86,15.71,1019,78,2.24,82,0.25,40
"2020-03-05 15:00:00",13.78,9.23,13.15,13.49,14.59,1019,74,2.68,47,,40
"2020-03-05 16:00:00",13.56,9.42,12.96,12.38,15.03,1020,76,0.89,50,0.12,75
"2020-03-05 17:00:00",13.29,9.15,12.66,11.3,14.04,1020,76,1.34,55,0.24,40
"2020-03-05 18:00:00",12.39,8.67,11.72,11.77,13.36,1021,78,0.89,73,,40
"2020-03-05 19:00:00",11.73,9.64,11.23,10.74,13.94,1021,87,0.45,50,,75
"2020-03-05 20:00:00",11.71,8.74,11.08,10.74,12.25,1021,82,0.89,87,,40
"2020-03-05 21:00:00",12.01,8.85,11.38,10.19,13.23,1021,81,0.89,154,0.16,40
"2020-03-05 22:00:00",11.76,8.97,11.16,10.19,13.93,1021,83,1.34,23,,75
"2020-03-05 23:00:00",12.03,8.87,11.4,10.74,14.23,1021,81,1.34,130,0.72,75
"2020-03-06 00:00:00",10.84,8.42,10.2,9.63,13.93,1021,85,1.34,130,0.66,75
"2020-03-06 01:00:00",10.72,8.82,10.15,10.15,13.43,1020,88,5.36,310,0.25,40
"2020-03-06 02:00:00",11.16,7.28,10.34,9.63,13.23,1021,77,9.39,340,,75
"2020-03-06 03:00:00",10.33,5.1,9.25,9.08,12.43,1021,70,7.6,330,,40
"2020-03-06 04:00:00",10.15,6.12,9.21,9.04,12.73,1022,76,7.15,330,,75
"2020-03-06 05:00:00",10.13,6.84,9.29,9.04,11.93,1022,80,6.26,330,,75
"2020-03-06 06:00:00",11.01,6.56,10.1,9.04,11.93,1023,74,6.71,330,,75
"2020-03-06 07:00:00",10.81,6.37,9.88,9.04,11.87,1023,74,2.24,204,,75
"2020-03-06 08:00:00",10.69,7.02,9.85,9.08,12.83,1025,78,0.89,359,,75
"2020-03-06 09:00:00",11.44,7.93,10.7,10.77,12.53,1025,79,0.89,52,,40
"2020-03-06 10:00:00",12.17,7.48,11.35,10.74,12.78,1026,73,3.58,287,,40
"2020-03-06 11:00:00",13.13,7.36,12.27,11.86,14.04,1026,68,1.79,359,,75
"2020-03-06 12:00:00",13.63,7.18,12.75,12.77,14.53,1027,65,3.13,38,,40
"2020-03-06 13:00:00",13.91,5.54,12.84,12.77,15.15,1027,57,2.68,9,,20
"2020-03-06 14:00:00",13.89,6.26,12.9,12.77,15.15,1027,60,2.24,311,,20
"2020-03-06 15:00:00",13.65,6.04,12.64,12.94,14.59,1026,60,3.58,213,,20
"2020-03-06 16:00:00",13.17,6.06,12.16,12.38,14.08,1026,62,3.13,39,,40
"2020-03-06 17:00:00",12.81,5.48,11.74,12.38,13.53,1027,61,2.68,359,,20
"2020-03-06 18:00:00",12.03,5.44,10.96,11.57,12.8,1028,64,0.89,291,,20
"2020-03-06 19:00:00",11.43,5.74,10.4,10.74,13.33,1028,68,1.79,8,,0
"2020-03-06 20:00:00",10.69,5.86,9.69,10.57,11.14,1029,72,1.34,339,,75
"2020-03-06 21:00:00",10.66,6.42,9.74,10.15,11.67,1029,75,1.34,4,,90
"2020-03-06 22:00:00",10.6,6.74,9.73,8.91,10.87,1030,77,1.34,320,,90
"2020-03-06 23:00:00",10.58,6.72,9.7,9.47,11.93,1030,77,0.45,19,,40
"2020-03-07 00:00:00",10.53,6.86,9.68,8.91,11.73,1030,78,0.45,359,,90
"2020-03-07 01:00:00",10.32,6.84,9.47,8.36,11.43,1029,79,1,0,,0
"2020-03-07 02:00:00",9.02,6.81,8.05,6.69,11.43,1029,86,2,0,,0
"2020-03-07 03:00:00",9.09,7.04,9.09,6.14,11.33,1029,87,0.45,20,,90
"2020-03-07 04:00:00",9.18,7.13,9.18,5.58,11.23,1029,87,0.89,340,,20
"2020-03-07 05:00:00",8.88,6.5,7.17,5.03,10.93,1028,85,3,0,,100
"2020-03-07 06:00:00",8.21,6.18,6.9,4.47,9.93,1028,87,2.24,90,,40
"2020-03-07 07:00:00",8.29,6.42,7.2,5.03,9.5,1029,88,2,0,,75
"2020-03-07 08:00:00",8.32,6.78,7.92,5.58,10.06,1029,90,1.34,100,,0
"2020-03-07 09:00:00",10.51,7.21,9.71,8.36,12.23,1030,80,0.89,152,,20
"2020-03-07 10:00:00",12.79,7.87,12,9.56,15.73,1030,72,0.45,165,,0
"2020-03-07 11:00:00",14.38,8.77,13.68,13.51,15.43,1030,69,0.45,14,,20
"2020-03-07 12:00:00",14.88,8.37,14.12,13.38,16.83,1030,65,0.45,60,,20
"2020-03-07 13:00:00",15.66,7.68,14.82,14.07,18.48,1029,59,0.45,62,,20
"2020-03-07 14:00:00",15.95,8.2,15.17,14.51,18.39,1028,60,0.89,36,,20
"2020-03-07 15:00:00",15.72,6.98,14.81,14.51,19.29,1028,56,0.45,61,,20
"2020-03-07 16:00:00",15.29,7.09,14.39,13.77,18.39,1027,58,0.45,52,,0
"2020-03-07 17:00:00",14.37,7.19,13.48,13.67,17.27,1027,62,0.89,328,,0
"2020-03-07 18:00:00",13.46,7.02,12.56,12.57,16.17,1027,65,0.89,68,,0
"2020-03-07 19:00:00",12.41,7.1,11.53,10.93,13.94,1028,70,0.89,11,,0
"2020-03-07 20:00:00",11.14,6.49,10.22,9.77,12.83,1028,73,2.24,340,,0
"2020-03-07 21:00:00",10.63,6.58,9.73,8.33,11.72,1028,76,2.24,340,,1
"2020-03-07 22:00:00",10.42,6.57,9.53,8.38,11.27,1028,77,0.45,17,,40
"2020-03-07 23:00:00",9.51,6.42,9.51,7.73,10.72,1028,81,0.45,125,,0
"2020-03-08 00:00:00",9.26,6.53,9.26,7.27,9.84,1028,83,0.89,179,,40
"2020-03-08 01:00:00",9.07,6.16,8.77,6.14,10.4,1027,82,1.34,168,,75
"2020-03-08 02:00:00",9.08,6.52,7.33,6.14,9.77,1027,84,3.13,140,,75
"2020-03-08 03:00:00",9.23,6.67,8.1,6.16,10.06,1027,84,2.24,130,,75
"2020-03-08 04:00:00",9.12,6.56,7.13,6.16,10.06,1027,84,3.58,130,,75
"2020-03-08 05:00:00",9.24,6.51,7.52,6.16,10.61,1026,83,3.13,120,,75
"2020-03-08 06:00:00",9,5.92,6.98,6.16,10.61,1026,81,3.58,120,,40
"2020-03-08 07:00:00",8.98,6.6,6.96,6.16,10.61,1027,85,3.58,120,,75
"2020-03-08 08:00:00",9.18,6.27,9.18,6.72,11.17,1028,82,0.89,359,,75
"2020-03-08 09:00:00",9.72,6.8,9.72,7.83,11.17,1029,82,0.89,152,0.25,40
"2020-03-08 10:00:00",9.97,7.4,9.97,8.38,11.43,1029,84,0.45,359,0.25,90
"2020-03-08 11:00:00",10.95,8,10.24,10.05,12.43,1029,82,3.13,170,,90
"2020-03-08 12:00:00",11.26,9.18,10.71,10.71,12.56,1029,87,0.89,146,,90
"2020-03-08 13:00:00",12.34,9.18,11.74,11.26,13.53,1028,81,0.89,181,,90
"2020-03-08 14:00:00",12.44,8.72,11.78,11.3,13.91,1028,78,1.79,176,,90
"2020-03-08 15:00:00",12.08,9.64,11.56,11.77,14.47,1028,85,1.79,162,,90
"2020-03-08 16:00:00",11.84,10.25,11.43,11.27,13.73,1028,90,0.89,194,0.25,90
"2020-03-08 16:00:00",11.84,10.25,11.43,11.27,13.73,1028,90,0.89,194,0.25,90
"2020-03-08 16:00:00",11.84,10.25,11.43,11.27,13.73,1028,90,0.89,194,0.25,90
"2020-03-08 17:00:00",11.64,10.87,11.34,11.26,13.93,1028,95,1.79,191,0.38,90
"2020-03-08 17:00:00",11.64,10.87,11.34,11.26,13.93,1028,95,1.79,191,0.38,90
"2020-03-08 18:00:00",11.84,11.22,11.59,11.51,13.73,1028,96,0.89,182,0.25,90
"2020-03-08 19:00:00",11.75,11.13,11.49,11.26,12.62,1029,96,0.89,198,0.1,75
"2020-03-08 20:00:00",11.32,10.71,11.01,10.77,12.25,1029,96,2.24,210,,40
"2020-03-08 21:00:00",10.85,10.39,10.52,9.83,12.25,1029,97,2,0,,75
"2020-03-08 22:00:00",9.85,9.4,9.85,8.47,11.72,1030,97,0.45,359,,40
"2020-03-08 23:00:00",9.34,8.89,9.34,7.73,11.69,1030,97,0.45,9,,40
"2020-03-09 00:00:00",9.04,8.59,9.04,6.93,11.69,1030,97,1,0,0.25,75
"2020-03-09 00:00:00",9.04,8.59,9.04,6.93,11.69,1030,97,1,0,0.25,75
"2020-03-09 01:00:00",8.23,8.08,7.82,6.43,9.63,1030,99,1.34,130,,75
"2020-03-09 02:00:00",8.04,7.89,6.91,7.77,9.5,1030,99,2,0,0.25,90
"2020-03-09 02:00:00",8.04,7.89,6.91,7.77,9.5,1030,99,2,0,0.25,90
"2020-03-09 03:00:00",7.53,7.53,6.32,6.33,9.29,1030,100,2,0,,75
"2020-03-09 04:00:00",7.22,7.22,5.95,6.33,9.29,1030,100,2,0,,75
"2020-03-09 05:00:00",6.74,6.74,6.13,5.83,7.97,1029,100,1.34,130,,40
"2020-03-09 06:00:00",5.8,5.8,5.07,4.51,8.73,1029,100,1.34,130,,20
"2020-03-09 07:00:00",5.77,5.63,5.77,4.51,7.28,1030,99,0.45,359,,20
"2020-03-09 08:00:00",6.37,6.22,6.37,4.51,9.84,1031,99,0.89,84,,40
"2020-03-09 09:00:00",8.21,8.06,8.21,6.82,9.5,1031,99,0.45,155,,20
"2020-03-09 10:00:00",9.99,9.69,9.99,7.93,11.77,1032,98,0.45,14,,20
"2020-03-09 11:00:00",12.56,10.63,12.17,9.49,16.17,1031,88,0.45,168,0.25,40
"2020-03-09 12:00:00",14.57,9.79,13.99,12.27,16.72,1031,73,0.45,330,,40
"2020-03-09 13:00:00",15.22,9.14,14.55,13.51,17.83,1031,67,1.34,24,,40
"2020-03-09 14:00:00",15.23,10.01,14.66,13.77,17.28,1030,71,1.79,39,,20
"2020-03-09 15:00:00",15.28,9.63,14.67,14.36,17.83,1030,69,1.79,114,,20
"2020-03-09 16:00:00",14.79,9.59,14.18,13.77,17.28,1030,71,1.34,63,,20
"2020-03-09 17:00:00",13.86,9.51,13.26,12.77,16.72,1030,75,0.89,37,,0
"2020-03-09 18:00:00",13.39,9.25,12.77,12.77,15.61,1029,76,0.45,50,,20
"2020-03-09 19:00:00",12.12,8.78,11.48,11.07,13.94,1029,80,0.89,47,,0
"2020-03-09 20:00:00",11.16,8.56,10.52,10.27,12.43,1030,84,0.89,23,,0
"2020-03-09 21:00:00",10.8,8.55,10.18,9.77,12.83,1030,86,0.45,23,,20
"2020-03-09 22:00:00",10.87,8.79,10.28,9.23,12.28,1030,87,0.89,12,,15
"2020-03-09 23:00:00",10.16,8.26,9.53,8.33,11.72,1030,88,2.24,340,,20
"2020-03-10 00:00:00",9.87,7.98,9.04,8.43,10.95,1030,88,2,0,,99
"2020-03-10 01:00:00",8.52,7.61,8.15,6.77,10.4,1029,94,1.34,110,,20
"2020-03-10 02:00:00",8.01,7.26,6.87,6.77,10.4,1028,95,2,0,,20
"2020-03-10 03:00:00",7.95,7.35,6.8,6.77,10.4,1028,96,2,0,,20
"2020-03-10 04:00:00",7.4,6.8,7.4,5.77,10.4,1027,96,0.89,20,,20
"2020-03-10 05:00:00",7.51,7.07,7.01,6.69,9.63,1027,97,1.34,130,,20
"2020-03-10 06:00:00",6.53,5.94,5.15,5.16,9.84,1028,96,2,0,,40
"2020-03-10 07:00:00",6.46,5.87,6.46,4.51,9.63,1028,96,0.45,150,,20
"2020-03-10 08:00:00",6.69,6.1,6.69,4.51,10.4,1028,96,0.45,167,,20
"2020-03-10 09:00:00",9.08,8.17,9.08,7.37,12.62,1028,94,0.45,117,,20
"2020-03-10 10:00:00",11.68,9.42,11.15,9.16,14.08,1029,86,2,0,,0
"2020-03-10 11:00:00",14.76,10.97,14.33,13.51,16.73,1029,78,0.45,137,,20
"2020-03-10 12:00:00",16.17,10.7,15.67,13.93,19.29,1028,70,0.45,186,,20
"2020-03-10 13:00:00",16.7,11.21,16.25,14.36,20.95,1028,70,0.89,141,,0
