"dt_iso","temp","dew_point","feels_like","temp_min","temp_max","pressure","humidity","wind_speed","wind_deg","rain_1h","clouds_all","weather_main","weather_description"
"2021-04-13 23:00:00",14.79,12.12,14.52,14.43,15.16,1019,84,2.24,160,,75,"Clouds","broken clouds"
"2021-04-14 00:00:00",15.12,11.12,14.7,13.38,15.87,1018,77,0.89,92,,75,"Clouds","broken clouds"
"2021-04-14 01:00:00",14.64,11.04,14.22,13.38,14.87,1018,79,0.89,208,,75,"Clouds","broken clouds"
"2021-04-14 02:00:00",14.18,10.97,13.77,12.83,14.63,1017,81,0.45,29,,75,"Clouds","broken clouds"
"2021-04-14 03:00:00",13.39,10.74,12.98,11.77,14.63,1017,84,0.89,180,,40,"Clouds","scattered clouds"
"2021-04-14 04:00:00",13.03,10.39,12.58,11.72,15.19,1017,84,0.45,52,,20,"Clouds","few clouds"
"2021-04-14 05:00:00",12.43,9.8,11.92,10.77,14.63,1016,84,0.89,77,,0,"Clear","sky is clear"
"2021-04-14 06:00:00",12.54,9.73,12.02,10.05,13.49,1016,83,1.34,63,,0,"Clear","sky is clear"
"2021-04-14 07:00:00",13.12,9.56,12.55,10.05,14.08,1016,79,0.89,200,,0,"Clear","sky is clear"
"2021-04-14 08:00:00",15.56,10.54,15.05,13.51,16.26,1016,72,2.24,118,,0,"Clear","sky is clear"
"2021-04-14 09:00:00",17.21,11.26,16.76,16.3,17.93,1016,68,1.79,122,,0,"Clear","sky is clear"
"2021-04-14 10:00:00",18.7,11.76,18.3,17.36,19.45,1016,64,1.79,82,,0,"Clear","sky is clear"
"2021-04-14 11:00:00",19.65,11.42,19.21,18.43,20.53,1016,59,1.34,162,,0,"Clear","sky is clear"
"2021-04-14 12:00:00",20.57,11.76,20.17,19.49,21.12,1015,57,1.79,43,,20,"Clouds","few clouds"
"2021-04-14 13:00:00",20.85,10.93,20.37,19.51,21.72,1014,53,1.34,18,,75,"Clouds","broken clouds"
"2021-04-14 14:00:00",21.32,12.46,21,20.51,22.28,1014,57,1.79,21,,75,"Clouds","broken clouds"
"2021-04-14 15:00:00",21.89,12.45,21.57,20.23,22.94,1013,55,0.45,79,,20,"Clouds","few clouds"
"2021-04-14 16:00:00",21.51,12.64,21.2,20.51,22.38,1012,57,0.89,167,,0,"Clear","sky is clear"
"2021-04-14 17:00:00",21.1,13.04,20.83,18.89,22.38,1012,60,0.89,48,,0,"Clear","sky is clear"
"2021-04-14 18:00:00",20.45,11.11,19.99,17.73,22.28,1012,55,5.36,330,,0,"Clear","sky is clear"
"2021-04-14 19:00:00",18.93,12.21,18.58,17.23,21.17,1012,65,0.89,29,,0,"Clear","sky is clear"
"2021-04-14 20:00:00",17.84,12.3,17.51,14.93,19.63,1013,70,0.89,349,,0,"Clear","sky is clear"
"2021-04-14 21:00:00",17.03,11.95,16.67,14.77,18.48,1013,72,2.68,0,,0,"Clear","sky is clear"
"2021-04-14 22:00:00",16.43,12.97,16.22,13.43,17.93,1013,80,0.45,154,,0,"Clear","sky is clear"
"2021-04-14 23:00:00",15.96,12.71,15.73,13.43,17.37,1013,81,2.24,160,,0,"Clear","sky is clear"
"2021-04-15 00:00:00",15.26,12.21,14.98,12.83,16.27,1013,82,1.34,24,,0,"Clear","sky is clear"
"2021-04-15 01:00:00",14.55,11.52,14.2,11.72,15.72,1013,82,0.89,28,,0,"Clear","sky is clear"
"2021-04-15 02:00:00",14.67,11.07,14.26,10.61,16.27,1012,79,0.45,64,,0,"Clear","sky is clear"
"2021-04-15 03:00:00",15.38,9.73,14.78,10.61,16.17,1012,69,1.34,71,,0,"Clear","sky is clear"
"2021-04-15 04:00:00",15.54,8.77,14.82,10.05,16.27,1012,64,1.34,83,,0,"Clear","sky is clear"
"2021-04-15 05:00:00",15.23,8,14.43,9.49,15.72,1012,62,0.89,9,,0,"Clear","sky is clear"
"2021-04-15 06:00:00",14.32,6.42,13.35,9.49,15.72,1013,59,1.79,212,,0,"Clear","sky is clear"
"2021-04-15 07:00:00",14.95,6.26,13.96,8.94,15.87,1013,56,2.24,145,,0,"Clear","sky is clear"
"2021-04-15 08:00:00",16.21,6.9,15.3,15.51,16.87,1014,54,1.79,97,,0,"Clear","sky is clear"
"2021-04-15 09:00:00",17.26,8.41,16.5,15.71,18.93,1014,56,2.24,160,,0,"Clear","sky is clear"
"2021-04-15 10:00:00",18.53,7.92,17.74,16.16,19.59,1014,50,2.24,146,,0,"Clear","sky is clear"
"2021-04-15 11:00:00",20.13,9.09,19.48,19.49,20.87,1015,49,1.34,85,,0,"Clear","sky is clear"
"2021-04-15 12:00:00",21.24,10.11,20.7,20.16,21.87,1014,49,1.79,162,,0,"Clear","sky is clear"
"2021-04-15 13:00:00",21.23,10.7,20.74,19.51,22.41,1014,51,0.89,172,,0,"Clear","sky is clear"
"2021-04-15 14:00:00",21.35,11.39,20.92,18.43,23.52,1014,53,0.45,80,,0,"Clear","sky is clear"
"2021-04-15 15:00:00",20.87,10.95,20.4,19.36,24.08,1014,53,0.45,28,,0,"Clear","sky is clear"
"2021-04-15 16:00:00",20.73,9.64,20.14,19.36,22.97,1014,49,1.34,118,,0,"Clear","sky is clear"
"2021-04-15 17:00:00",19.61,8.91,18.93,17.23,21.72,1014,50,1.34,193,,0,"Clear","sky is clear"
"2021-04-15 18:00:00",18.56,9.36,17.91,16.23,19.5,1014,55,1.34,4,,0,"Clear","sky is clear"
"2021-04-15 19:00:00",17.22,11.49,16.8,15.33,18.49,1014,69,2.6,310,,0,"Clear","sky is clear"
"2021-04-15 20:00:00",16.42,11.15,15.97,14.43,19.08,1014,71,0.45,49,,0,"Clear","sky is clear"
"2021-04-15 21:00:00",15.55,11.54,15.17,12.43,17.41,1015,77,0.89,240,,0,"Clear","sky is clear"
"2021-04-15 22:00:00",14.96,11.73,14.63,12.23,16.86,1015,81,0.45,101,,0,"Clear","sky is clear"
"2021-04-15 23:00:00",14.26,11.23,13.88,12.77,16.86,1015,82,0.45,193,,0,"Clear","sky is clear"
"2021-04-16 00:00:00",14.23,10.64,13.77,13.34,15.74,1015,79,0.45,183,,0,"Clear","sky is clear"
"2021-04-16 01:00:00",13.17,10.17,12.68,11.77,15.19,1015,82,0.45,181,,0,"Clear","sky is clear"
"2021-04-16 02:00:00",12.68,9.69,12.14,11.67,15.19,1014,82,0.45,127,,0,"Clear","sky is clear"
"2021-04-16 03:00:00",12.27,9.47,11.72,11.67,12.93,1014,83,0.89,191,,0,"Clear","sky is clear"
"2021-04-16 04:00:00",12.39,9.23,11.8,11.12,12.94,1015,81,0.45,179,,0,"Clear","sky is clear"
"2021-04-16 05:00:00",11.92,9.31,11.36,10.61,12.94,1014,84,0.89,140,,0,"Clear","sky is clear"
"2021-04-16 06:00:00",10.5,7.74,9.77,7.51,12.38,1015,83,0.89,157,,0,"Clear","sky is clear"
"2021-04-16 07:00:00",12.5,7.39,11.66,8.43,13.52,1015,71,1.34,89,,0,"Clear","sky is clear"
"2021-04-16 08:00:00",14.38,6.23,13.39,13.23,14.87,1016,58,1.34,77,,0,"Clear","sky is clear"
"2021-04-16 09:00:00",16.38,5.36,15.33,15.56,16.87,1016,48,1.79,160,,0,"Clear","sky is clear"
"2021-04-16 10:00:00",18.02,4.93,16.97,16.56,19.73,1016,42,1.79,52,,0,"Clear","sky is clear"
"2021-04-16 11:00:00",19.46,5.16,18.48,17.51,20.15,1016,39,0.89,50,,0,"Clear","sky is clear"
"2021-04-16 12:00:00",20.25,6.94,19.43,18.43,21.67,1016,42,0.89,166,,0,"Clear","sky is clear"
"2021-04-16 13:00:00",20.46,9.7,19.87,18.51,21.86,1016,50,1.34,169,,0,"Clear","sky is clear"
"2021-04-16 14:00:00",20.1,11.59,19.68,17.73,22.97,1016,58,0.45,200,,0,"Clear","sky is clear"
"2021-04-16 15:00:00",19.72,12.24,19.37,17.77,23.52,1016,62,0.89,93,,0,"Clear","sky is clear"
"2021-04-16 16:00:00",20.01,10.43,19.48,18.34,23.52,1015,54,0.89,37,,0,"Clear","sky is clear"
"2021-04-16 17:00:00",19.67,9.83,19.08,17.78,22.97,1015,53,0.89,141,,0,"Clear","sky is clear"
"2021-04-16 18:00:00",19.16,9.91,18.57,17.23,21.17,1016,55,0.45,54,,0,"Clear","sky is clear"
"2021-04-16 19:00:00",17.97,8.26,17.21,15.43,19.59,1016,53,1.34,359,,0,"Clear","sky is clear"
"2021-04-16 20:00:00",16.56,8.02,15.76,14.77,17.93,1016,57,1.34,12,,0,"Clear","sky is clear"
"2021-04-16 21:00:00",15.64,8.39,14.88,12.23,17.37,1017,62,1.34,25,,0,"Clear","sky is clear"
"2021-04-16 22:00:00",14.55,9.15,13.89,11.23,16.27,1017,70,0.45,150,,0,"Clear","sky is clear"
"2021-04-16 23:00:00",14.06,8.68,13.35,10.93,15.72,1017,70,0.45,141,,0,"Clear","sky is clear"
"2021-04-17 00:00:00",13.45,8.51,12.73,10.73,15.16,1017,72,1.34,165,,0,"Clear","sky is clear"
"2021-04-17 01:00:00",13.16,7.82,12.36,10.05,14.5,1017,70,0.89,142,,0,"Clear","sky is clear"
"2021-04-17 02:00:00",13.42,6.53,12.46,10.05,14.6,1017,63,1.79,110,,0,"Clear","sky is clear"
"2021-04-17 03:00:00",12.95,5.62,11.89,9.83,13.95,1017,61,1.34,171,,0,"Clear","sky is clear"
"2021-04-17 04:00:00",12.97,3.08,11.65,10.61,13.49,1018,51,2.24,70,,0,"Clear","sky is clear"
"2021-04-17 05:00:00",12.29,1.31,10.8,10.83,12.87,1018,47,2.24,96,,0,"Clear","sky is clear"
"2021-04-17 06:00:00",10.94,-0.46,9.26,8.16,11.87,1018,45,2.24,354,,0,"Clear","sky is clear"
"2021-04-17 07:00:00",10.68,-1.79,8.87,6.51,11.87,1019,41,2.68,114,,0,"Clear","sky is clear"
"2021-04-17 08:00:00",11.87,-1.75,10.1,6.51,13.23,1019,38,2.68,359,,0,"Clear","sky is clear"
"2021-04-17 09:00:00",14.16,-0.6,12.57,12.97,15.96,1019,36,2.24,62,,0,"Clear","sky is clear"
"2021-04-17 10:00:00",16.2,-0.06,14.74,14.63,17.43,1019,33,2.24,41,,0,"Clear","sky is clear"
"2021-04-17 11:00:00",17.97,0.61,16.63,15.61,19.23,1019,31,1.79,14,,0,"Clear","sky is clear"
"2021-04-17 12:00:00",19.09,1.13,17.84,17.51,19.87,1019,30,0.45,133,,0,"Clear","sky is clear"
"2021-04-17 13:00:00",20.4,2.72,19.31,17.83,21.27,1019,31,0.45,162,,0,"Clear","sky is clear"
"2021-04-17 14:00:00",19.97,4.86,18.99,18.23,21.73,1018,37,4.02,250,,0,"Clear","sky is clear"
"2021-04-17 15:00:00",19.4,6.17,18.49,18.43,21.86,1018,42,2.68,269,,0,"Clear","sky is clear"
"2021-04-17 16:00:00",18.86,6.36,17.95,17.23,22.41,1018,44,2.24,230,,0,"Clear","sky is clear"
"2021-04-17 17:00:00",18.8,6.3,17.88,17.23,22.27,1018,44,0.45,96,,0,"Clear","sky is clear"
"2021-04-17 18:00:00",17.54,7.3,16.68,15.77,20.61,1018,51,0.89,75,,0,"Clear","sky is clear"
"2021-04-17 19:00:00",15.71,7.98,14.9,14.73,16.73,1018,60,0.45,4,,0,"Clear","sky is clear"
"2021-04-17 20:00:00",14.36,7.42,13.5,11.73,16.26,1019,63,0.89,354,,0,"Clear","sky is clear"
"2021-04-17 21:00:00",13.46,6.57,12.51,10.23,15.15,1019,63,0.89,359,,0,"Clear","sky is clear"
"2021-04-17 22:00:00",12.87,6.46,11.91,9.33,14.59,1019,65,0.89,17,,0,"Clear","sky is clear"
"2021-04-17 23:00:00",12.52,6.99,11.63,10.61,14.04,1019,69,0.45,140,,0,"Clear","sky is clear"
"2021-04-18 00:00:00",11.66,6.59,10.74,7.93,12.94,1019,71,1.34,173,,0,"Clear","sky is clear"
"2021-04-18 01:00:00",11.41,6.35,10.46,8.93,12.38,1019,71,0.89,28,,0,"Clear","sky is clear"
"2021-04-18 02:00:00",10.91,5.86,9.91,7.83,11.82,1018,71,1.79,158,,0,"Clear","sky is clear"
"2021-04-18 03:00:00",10.93,5.68,9.91,8.73,11.73,1018,70,1.34,129,,0,"Clear","sky is clear"
"2021-04-18 04:00:00",10.81,5.56,9.77,8.23,11.73,1019,70,1.34,213,,0,"Clear","sky is clear"
"2021-04-18 05:00:00",11.55,5.42,10.48,9.45,11.87,1019,66,1.34,100,,0,"Clear","sky is clear"
"2021-04-18 06:00:00",10.89,3.44,9.6,5.51,12.87,1019,60,1.34,93,,0,"Clear","sky is clear"
"2021-04-18 07:00:00",11.42,3.21,10.11,5.76,12.97,1020,57,1.34,282,,0,"Clear","sky is clear"
"2021-04-18 08:00:00",13.75,4.08,12.54,12.51,14.59,1020,52,1.79,32,,0,"Clear","sky is clear"
"2021-04-18 09:00:00",16.06,4.76,14.95,15.16,17.43,1020,47,2.68,55,,0,"Clear","sky is clear"
"2021-04-18 10:00:00",18.25,4.79,17.2,17.28,19.43,1020,41,1.79,64,,0,"Clear","sky is clear"
"2021-04-18 11:00:00",20.03,5.29,19.08,19.08,20.93,1021,38,0.89,160,,0,"Clear","sky is clear"
"2021-04-18 12:00:00",20.57,5.39,19.65,18.51,21.27,1020,37,0.89,162,,0,"Clear","sky is clear"
"2021-04-18 13:00:00",19.54,7.3,18.72,18.23,21.86,1020,45,1.79,108,,0,"Clear","sky is clear"
"2021-04-18 14:00:00",20.07,7.45,19.28,19.51,22.41,1020,44,2.24,275,,0,"Clear","sky is clear"
"2021-04-18 15:00:00",20.16,5.78,19.25,18.93,22.97,1019,39,1.79,271,,0,"Clear","sky is clear"
"2021-04-18 16:00:00",19.24,6.37,18.34,17.43,22.41,1019,43,2.24,278,,0,"Clear","sky is clear"
"2021-04-18 17:00:00",18.78,8.73,18.07,17.23,21.16,1019,52,1.79,259,,0,"Clear","sky is clear"
"2021-04-18 18:00:00",18.31,7.42,17.48,16.43,19.63,1020,49,0.89,233,,0,"Clear","sky is clear"
"2021-04-18 19:00:00",17.18,8.6,16.44,16.51,17.94,1020,57,0.45,234,,0,"Clear","sky is clear"
"2021-04-18 20:00:00",16.78,7.43,15.92,15.77,18.48,1020,54,0.45,350,,0,"Clear","sky is clear"
"2021-04-18 21:00:00",16.57,7.77,15.74,14.83,17.93,1020,56,1,0,,0,"Clear","sky is clear"
"2021-04-18 22:00:00",15.85,8.35,15.08,14.43,17.37,1020,61,0.45,83,,0,"Clear","sky is clear"
"2021-04-18 23:00:00",15.15,10.14,14.6,14.23,15.74,1020,72,0,0,,0,"Clear","sky is clear"
"2021-04-19 00:00:00",14.91,10.72,14.44,13.43,16.26,1019,76,0.45,290,,20,"Clouds","few clouds"
"2021-04-19 01:00:00",13.89,11.76,13.61,12.93,15.19,1019,87,0,0,,20,"Clouds","few clouds"
"2021-04-19 02:00:00",13.82,11.87,13.56,12.43,14.45,1019,88,0,0,,20,"Clouds","few clouds"
"2021-04-19 03:00:00",14.16,11.68,13.85,12.27,15.15,1018,85,1,290,,40,"Clouds","scattered clouds"
"2021-04-19 04:00:00",14.01,11.88,13.74,12.27,15.15,1018,87,0,0,,40,"Rain","light rain"
"2021-04-19 05:00:00",13.41,11.46,13.1,11.72,14.59,1018,88,0,0,,40,"Clouds","scattered clouds"
"2021-04-19 06:00:00",13.11,11.34,12.8,12.23,14.04,1019,89,0,0,,40,"Clouds","scattered clouds"
"2021-04-19 07:00:00",13.59,11.47,13.28,12.51,14.6,1019,87,0.45,4,,20,"Clouds","few clouds"
"2021-04-19 08:00:00",15.04,12.18,14.77,13.52,15.87,1019,83,0.45,173,,40,"Clouds","scattered clouds"
"2021-04-19 09:00:00",15.99,11.77,15.63,15.06,17.23,1019,76,2.68,240,,40,"Clouds","scattered clouds"
"2021-04-19 10:00:00",17.15,12.28,16.83,15.76,18.49,1019,73,0.89,160,,40,"Clouds","scattered clouds"
"2021-04-19 11:00:00",16.98,12.72,16.72,16.33,17.97,1019,76,2.68,80,,40,"Clouds","scattered clouds"
"2021-04-19 12:00:00",17.43,11.91,17.06,16.33,18.49,1019,70,0.89,177,,40,"Clouds","scattered clouds"
"2021-04-19 13:00:00",17.62,11.65,17.21,15.73,19.63,1018,68,0.89,196,,40,"Clouds","scattered clouds"
"2021-04-19 14:00:00",17.8,11.37,17.36,15.73,20.05,1018,66,0.45,97,,40,"Clouds","scattered clouds"
"2021-04-19 15:00:00",17.59,11.84,17.21,15.73,19.08,1018,69,0.45,164,,40,"Clouds","scattered clouds"
"2021-04-19 16:00:00",16.78,10.17,16.21,15.43,19.08,1018,65,0.45,4,,40,"Clouds","scattered clouds"
"2021-04-19 17:00:00",16.6,9.54,15.96,15.77,18.38,1018,63,0.45,139,,75,"Clouds","broken clouds"
"2021-04-19 18:00:00",15.44,9.57,14.82,14.73,17.83,1018,68,0.45,152,,75,"Clouds","broken clouds"
"2021-04-19 19:00:00",15.07,9.65,14.46,13.95,16.16,1018,70,0.45,157,,75,"Clouds","broken clouds"
"2021-04-19 20:00:00",14.38,11.71,14.07,12.84,16.26,1018,84,0.89,195,1.02,75,"Rain","moderate rain"
"2021-04-19 21:00:00",13.71,10.7,13.28,12.43,15.01,1018,82,1.34,220,,75,"Clouds","broken clouds"
"2021-04-19 22:00:00",13.23,11.12,12.88,12.28,14.45,1018,87,0.45,153,0.25,40,"Rain","light rain"
"2021-04-19 23:00:00",13.23,10.77,12.83,12.23,13.87,1018,85,0,0,,40,"Clouds","scattered clouds"
"2021-04-20 00:00:00",13.31,11.54,13.02,12.23,13.87,1018,89,0.89,240,,40,"Clouds","scattered clouds"
"2021-04-20 01:00:00",13.3,11.01,12.93,12.23,13.87,1017,86,0.45,99,,40,"Clouds","scattered clouds"
"2021-04-20 02:00:00",12.85,11.75,12.62,12.23,13.48,1017,93,1.34,350,1.27,75,"Rain","moderate rain"
"2021-04-20 03:00:00",13.3,11.86,13.06,12.23,13.87,1016,91,1.34,130,1.9,75,"Rain","moderate rain"
"2021-04-20 04:00:00",13.14,11.87,12.91,11.72,13.87,1016,92,2.68,120,,75,"Rain","moderate rain"
"2021-04-20 05:00:00",12.67,12.05,12.5,10.73,12.93,1015,96,3.13,150,1.91,75,"Rain","moderate rain"
"2021-04-20 06:00:00",12.59,11.97,12.41,11.72,13.53,1015,96,0.89,359,0.25,75,"Rain","moderate rain"
"2021-04-20 07:00:00",13.01,12.39,12.87,11.33,14.53,1016,96,2.68,0,0.2,75,"Rain","light rain"
"2021-04-20 08:00:00",13.49,12.54,13.35,12.27,14.53,1016,94,2.68,10,0.59,75,"Rain","light rain"
"2021-04-20 09:00:00",15.25,12.38,15,12.83,15.87,1016,83,0.45,335,0.14,75,"Rain","light rain"
"2021-04-20 10:00:00",14.59,12.1,14.32,13.94,15.36,1016,85,0.45,68,0.1,75,"Rain","light rain"
"2021-04-20 11:00:00",16.37,12.72,16.13,14.49,16.83,1016,79,0.45,70,,75,"Clouds","broken clouds"
"2021-04-20 12:00:00",16.38,12.54,16.11,15.06,17.93,1016,78,0.45,45,0.1,75,"Rain","light rain"
"2021-04-20 13:00:00",16.97,12.71,16.71,15.62,17.94,1015,76,0.45,151,0.17,75,"Rain","light rain"
"2021-04-20 14:00:00",16.93,11.85,16.56,15.83,17.53,1015,72,1.79,136,,75,"Clouds","broken clouds"
"2021-04-20 15:00:00",17.11,11.82,16.73,15.93,17.94,1015,71,0.45,161,,40,"Clouds","scattered clouds"
"2021-04-20 16:00:00",16.45,11.81,16.08,15.77,17.41,1015,74,0.89,56,,40,"Clouds","scattered clouds"
"2021-04-20 17:00:00",15.99,11.16,15.55,15.23,16.83,1015,73,0.45,89,,40,"Clouds","scattered clouds"
"2021-04-20 18:00:00",15.13,11.33,14.74,14.43,15.74,1015,78,0.45,140,,75,"Clouds","broken clouds"
"2021-04-20 19:00:00",15.01,11.02,14.58,13.93,15.71,1015,77,0.45,50,,75,"Clouds","broken clouds"
"2021-04-20 20:00:00",14.25,10.85,13.82,13.39,15.53,1015,80,0.89,51,,75,"Rain","light intensity shower rain"
"2021-04-20 21:00:00",13.8,10.6,13.35,13.23,14.59,1015,81,3.58,320,,75,"Clouds","broken clouds"
"2021-04-20 22:00:00",13.81,11.16,13.44,12.23,14.59,1015,84,2.68,310,,75,"Clouds","broken clouds"
"2021-04-20 23:00:00",13.69,11.04,13.31,12.41,14.05,1015,84,0.45,21,,75,"Rain","light intensity shower rain"
"2021-04-21 00:00:00",13.14,10.68,12.73,12.41,14.04,1014,85,1.34,20,0.25,40,"Rain","light rain"
"2021-04-21 01:00:00",12.36,10.6,11.98,11.16,13.48,1014,89,0.89,100,,20,"Clouds","few clouds"
"2021-04-21 02:00:00",11.63,10.54,11.28,9.73,13.34,1013,93,0,0,,0,"Clear","sky is clear"
"2021-04-21 03:00:00",12.07,10.48,11.68,10.61,12.93,1013,90,0,0,,0,"Clear","sky is clear"
"2021-04-21 04:00:00",11.89,10.47,11.51,9.73,12.78,1013,91,2.1,130,,40,"Clouds","scattered clouds"
"2021-04-21 05:00:00",11.9,10.48,11.52,9.73,12.78,1012,91,2.24,130,,40,"Clouds","scattered clouds"
"2021-04-21 06:00:00",11.92,10.5,11.54,9.73,12.53,1012,91,2.24,110,,40,"Clouds","scattered clouds"
"2021-04-21 07:00:00",12.29,10.7,11.92,10.83,12.87,1013,90,0.45,172,0.16,75,"Rain","light rain"
"2021-04-21 08:00:00",13.15,10.86,12.77,11.72,13.87,1012,86,1.34,181,0.1,75,"Rain","light rain"
"2021-04-21 09:00:00",13.92,11.26,13.56,13.43,14.53,1012,84,0.45,183,0.12,75,"Rain","light rain"
"2021-04-21 10:00:00",14.84,11.43,14.47,14.36,15.53,1012,80,0.45,195,0.22,75,"Rain","light rain"
"2021-04-21 11:00:00",14.57,11.54,14.22,13.95,16.3,1012,82,1.34,170,0.42,75,"Rain","light rain"
"2021-04-21 12:00:00",14.26,12.3,14.04,13.77,15.61,1011,88,1.34,188,1.19,75,"Rain","moderate rain"
"2021-04-21 13:00:00",13.64,11.86,13.38,12.84,14.56,1011,89,1.34,359,1.87,75,"Rain","moderate rain"
"2021-04-21 14:00:00",13.06,11.79,12.82,12.77,13.53,1010,92,0.89,191,1.69,75,"Rain","moderate rain"
"2021-04-21 15:00:00",13.38,11.78,13.12,12.83,14.08,1010,90,1.79,359,1.61,75,"Rain","moderate rain"
"2021-04-21 16:00:00",13.09,12.31,12.94,12.73,13.56,1009,95,0.45,60,3.98,75,"Rain","moderate rain"
"2021-04-21 17:00:00",12.96,12.34,12.82,12.73,13.94,1009,96,1.79,166,8.21,75,"Rain","heavy intensity rain"
"2021-04-21 18:00:00",12.77,11.83,12.56,12.28,13.77,1008,94,2.68,359,4.4,40,"Rain","light intensity shower rain"
"2021-04-21 19:00:00",12.63,11.03,12.3,11.73,13.87,1009,90,0.89,149,1.24,40,"Rain","moderate rain"
"2021-04-21 20:00:00",12.54,10.26,12.1,12.23,12.87,1009,86,0.89,359,1.32,75,"Rain","moderate rain"
"2021-04-21 21:00:00",12.5,11.07,12.18,11.82,12.87,1009,91,1.34,164,1.91,75,"Rain","light intensity shower rain"
"2021-04-21 22:00:00",12.98,11.88,12.76,12.23,13.87,1010,93,1.34,170,0.93,75,"Rain","light rain"
"2021-04-21 23:00:00",13.7,12.91,13.61,11.72,14.87,1010,95,0.45,359,1.27,75,"Rain","moderate rain"
"2021-04-22 00:00:00",13.88,13.25,13.83,11.72,14.87,1010,96,1.34,280,0.51,75,"Rain","light rain"
"2021-04-22 01:00:00",13.89,13.26,13.84,11.72,14.87,1010,96,2.24,290,0.64,75,"Rain","light rain"
"2021-04-22 02:00:00",13.89,12.78,13.76,11.72,14.87,1010,93,2.24,300,1.9,75,"Rain","moderate rain"
"2021-04-22 03:00:00",13.89,12.78,13.76,11.72,14.87,1010,93,2.24,300,0.89,75,"Rain","light rain"
"2021-04-22 04:00:00",13.29,12.67,13.18,10.93,13.87,1010,96,0.45,300,,20,"Clouds","few clouds"
"2021-04-22 05:00:00",12.39,12.24,12.27,10.73,12.97,1010,99,0,0,0.25,40,"Rain","light rain"
"2021-04-22 06:00:00",12.65,12.19,12.5,11.72,12.97,1011,97,0.45,124,,75,"Clouds","broken clouds"
"2021-04-22 07:00:00",13.04,12.26,12.88,11.72,13.87,1012,95,0.45,147,,75,"Clouds","broken clouds"
"2021-04-22 08:00:00",13.59,13.12,13.54,12.27,14.53,1013,97,1.79,359,0.51,75,"Rain","light rain"
"2021-04-22 09:00:00",14.89,13.77,14.86,13.94,15.56,1013,93,0.89,133,0.14,75,"Rain","light rain"
"2021-04-22 10:00:00",16.03,12.96,15.83,14.93,16.87,1014,82,0.45,187,,75,"Clouds","broken clouds"
"2021-04-22 11:00:00",16.88,13.22,16.69,16.16,17.93,1014,79,2.24,290,,20,"Clouds","few clouds"
"2021-04-22 12:00:00",17.13,12.87,16.88,16.77,17.56,1014,76,1.34,238,,20,"Clouds","few clouds"
"2021-04-22 13:00:00",17.5,13.43,17.32,16.73,18.52,1014,77,2.24,227,,20,"Clouds","few clouds"
"2021-04-22 14:00:00",18.12,13,17.87,17.28,19.6,1014,72,0.45,135,,20,"Clouds","few clouds"
"2021-04-22 15:00:00",18.64,12.17,18.28,17.51,20.15,1013,66,0.45,160,,20,"Clouds","few clouds"
"2021-04-22 16:00:00",18.61,12.14,18.25,16.83,20.15,1013,66,0.45,187,,20,"Clouds","few clouds"
"2021-04-22 17:00:00",18.06,11.62,17.64,17.23,19.59,1013,66,2.68,240,,20,"Clouds","few clouds"
"2021-04-22 18:00:00",17.44,11.7,17.04,16.33,19.08,1013,69,0.45,183,,20,"Clouds","few clouds"
"2021-04-22 19:00:00",16.2,11.77,15.83,15.77,17.27,1013,75,0.45,175,,0,"Clear","sky is clear"
"2021-04-22 20:00:00",15.74,11.72,15.38,14.77,16.82,1013,77,2.1,270,,0,"Clear","sky is clear"
"2021-04-22 21:00:00",14.67,11.63,14.33,13.77,15.71,1014,82,1.34,220,,0,"Clear","sky is clear"
"2021-04-22 22:00:00",13.84,11.01,13.45,12.77,14.63,1014,83,0.89,160,,0,"Clear","sky is clear"
"2021-04-22 23:00:00",13.6,10.95,13.21,12.27,14.63,1013,84,0.45,160,,0,"Clear","sky is clear"
"2021-04-23 00:00:00",13.15,11.21,12.82,12.27,14.08,1013,88,2.24,110,,0,"Clear","sky is clear"
"2021-04-23 01:00:00",13.4,11.11,13.04,10.93,14.08,1012,86,2.24,120,,0,"Clear","sky is clear"
"2021-04-23 02:00:00",13.28,10.99,12.91,11.16,14.63,1011,86,4.02,110,0.11,0,"Rain","light rain"
"2021-04-23 03:00:00",14.17,11.33,13.81,11.72,15.19,1011,83,4.02,110,0.67,0,"Rain","light rain"
"2021-04-23 04:00:00",14.39,11.36,14.03,13.23,15.19,1010,82,3.58,110,0.55,0,"Rain","light rain"
"2021-04-23 05:00:00",14.47,10.88,14.04,11.16,15.87,1010,79,4.02,110,0.52,0,"Rain","light rain"
"2021-04-23 06:00:00",14.52,10.15,13.99,12.51,15.87,1011,75,4.02,110,,1,"Rain","light rain"
"2021-04-23 07:00:00",14.21,11.73,13.91,12.96,15.16,1012,85,2.24,220,0.38,20,"Rain","light rain"
"2021-04-23 08:00:00",14.1,12.49,13.92,13.39,14.87,1012,90,0.45,68,3.22,20,"Rain","moderate rain"
"2021-04-23 09:00:00",14.17,12.39,13.97,13.39,15.03,1012,89,1.34,155,0.34,20,"Rain","light rain"
"2021-04-23 10:00:00",15.03,12.53,14.81,14.36,16.14,1012,85,0.89,143,0.51,20,"Rain","light rain"
"2021-04-23 11:00:00",16.67,13.21,16.48,15.43,17.53,1011,80,1.79,182,0.25,20,"Rain","light rain"
